,Unnamed: 0,id,source,sentence_1,sentence_2,label,binary-label
489,1969,boostcamp-sts-v1-train-1969,slack-rtt,추천 서비스 분야가 매우 재밌다고 추천해주시던 모습이 너무 인상적이었어요.,추천 서비스 분야가 매우 재미있다는 추천에 감동했습니다.,2.8,1.0
490,1970,boostcamp-sts-v1-train-1970,nsmc-sampled,이탈리아가 어떤 나라인지 더 궁금하기도 하고 행복을 재정의하게 되기도하고 그냥 너무너무 좋다..,다시 봐도 너무 좋네요.,2.0,0.0
491,1972,boostcamp-sts-v1-train-1972,petition-sampled,문재인 대통령에게 묻습니다.,문재인 대통령 지지자에게 묻습니다. 답장 부탁드립니다.,2.0,0.0
492,1975,boostcamp-sts-v1-train-1975,petition-sampled,모든 종목에 남북단일팀은 반대,그래도 남북 단일팀은 추진하지 마세요.,2.4,0.0
493,1980,boostcamp-sts-v1-train-1980,slack-sampled,우리 회사 내에 문과 사조직을 꿈꾸며!!!,문과 사조직팟 모집!,1.8,0.0
494,1982,boostcamp-sts-v1-train-1982,slack-sampled,전문연 회식 자리가 생기면 서로 반갑게 인사하면 좋겠어요 ㅎㅎ,언젠가 관악산 정상에서 만나면 반갑게 인사해요!,1.6,0.0
495,1992,boostcamp-sts-v1-train-1992,slack-sampled,관심 있는 분 계실까 싶어 공유합니다~,제가 주로 보는 영역인데 혹시 관심 있는 분이 계실까 봐 가져왔습니다.,2.6,1.0
496,1998,boostcamp-sts-v1-train-1998,slack-sampled,냉각타임 저도 솔깃합니다아,정말 좋은 것 같아요.,2.6,1.0
497,2009,boostcamp-sts-v1-train-2009,petition-sampled,존경하옵는 문재인 대통령님!,존경하는 문재인 대통령!! 응원합니다.,2.2,0.0
498,2015,boostcamp-sts-v1-train-2015,petition-sampled,국민이 뽑은 국회의원 잘못하면 해고하게해주세요,국민이 선출한 국회의원을 국민이 직접 퇴출시키십시오.,3.5,1.0
499,2016,boostcamp-sts-v1-train-2016,slack-sampled,기대하며 응원할게요!,발표가 무사히 끝나기를 응원합니다!,2.6,1.0
500,2017,boostcamp-sts-v1-train-2017,nsmc-sampled,구로자와 아키라의 최고작으로 이 영화를 선택!,히토시의 사무라이와 함께 구로사와 아키라 감독의 최고 명작,2.4,0.0
501,2019,boostcamp-sts-v1-train-2019,slack-rtt,"입사 후 현재까지 느낀 점, 진행중인 업무 등 서로 같은 듯 다른 이야기를 공유할 수 있어 좋았습니다!",입사 후 느낀 점과 진행 중인 작업 등 서로 비슷해 보이는 다양한 이야기를 나눌 수 있어서 좋았습니다!,4.4,1.0
502,2031,boostcamp-sts-v1-train-2031,petition-sampled,충북 음성 교촌치킨폭행,"교촌치킨, 업주 집단폭행 사건 양쪽 다?",1.8,0.0
503,2046,boostcamp-sts-v1-train-2046,nsmc-sampled,너무야했지만 감동이있다,근데 감동받았어요.,2.2,0.0
504,2051,boostcamp-sts-v1-train-2051,petition-rtt,저에게는 정신병자들로 보이네요.,그들은 나에게 사이코패스처럼 보인다.,2.2,0.0
505,2052,boostcamp-sts-v1-train-2052,nsmc-sampled,잼있게본 프랑스영화,그래도 재미있게 본 영화,2.4,0.0
506,2058,boostcamp-sts-v1-train-2058,petition-sampled,가해자를위한 청소년법 개정해주세요,피해자가 아닌 가해자를 위한 소년법을 폐지해주세요.,2.4,0.0
507,2061,boostcamp-sts-v1-train-2061,nsmc-rtt,절대 기대는 금물.,아무것도 기대하지 마세요.,2.8,1.0
508,2070,boostcamp-sts-v1-train-2070,petition-sampled,시간외수당을아십니까?,시간외 근무 수당의 부정,2.0,0.0
509,2081,boostcamp-sts-v1-train-2081,slack-rtt,진지하게 전향을 고민해볼까...',진지하게 생각을 바꿔야 하나...',1.4,0.0
510,2084,boostcamp-sts-v1-train-2084,nsmc-sampled,참 여러 장르 소재 주제들이 있지만 이걸 돈내고 보라고 만든 사람들은 무슨 생각으로 만든거지?,이런 거 보면서 즐기는 사람들은 무슨 생각을 할까.,1.4,0.0
511,2089,boostcamp-sts-v1-train-2089,nsmc-sampled,액션은 역시 반담횽!!,역시 시가를 씨의 액션은 최고!,1.4,0.0
512,2090,boostcamp-sts-v1-train-2090,petition-sampled,가상화페 폐지 반대합니다.,가상화폐 폐지에 반대합니다.,5.0,1.0
513,2093,boostcamp-sts-v1-train-2093,nsmc-sampled,별 내용은 없고 여주 몸매는 좋으나 그게 다임,나는 여주인공이 예쁜 것 말고는 안 좋아해.,1.8,0.0
514,2098,boostcamp-sts-v1-train-2098,nsmc-sampled,극장가서 돈내고 봤다.,이거 초등학생 때 가족들이랑 극장에 가봤어. OOO 기 영화,2.0,0.0
515,2103,boostcamp-sts-v1-train-2103,nsmc-sampled,그냥 성장영화 그 이상 그 이하도 아님.,"그냥 쓰레기 영화, 그 이상도 이하도 아닌...",2.0,0.0
516,2109,boostcamp-sts-v1-train-2109,petition-sampled,중앙방수기업 임금체불,중앙 방수 업체의 고의 임금체불,2.8,1.0
517,2111,boostcamp-sts-v1-train-2111,petition-sampled,"초등학교 방과후 1, 2학년 영어수업을 일방적으로 금지하는 교육부 장관을 교체해주시면 대단히 감사하겠습니다.","초등학생 1, 2학년 방과 후 영어교육을 법적으로 완전히 허용해 주시기 바랍니다.",1.4,0.0
518,2112,boostcamp-sts-v1-train-2112,nsmc-rtt,생각보다 유쾌한영화였음,재미있는 영화였다,2.6,1.0
519,2114,boostcamp-sts-v1-train-2114,petition-sampled,20만명넘어야대통령께답변들을수있습니다,20만 명이 넘어야 대통령에게 답변을 들을 수 있어요.,5.0,1.0
520,2117,boostcamp-sts-v1-train-2117,nsmc-rtt,주차장 버드아이 컷은 정말 엄청난 연출이었다,주차장에서의 조감도는 정말 멋진 쇼였어요.,2.2,0.0
521,2130,boostcamp-sts-v1-train-2130,petition-rtt,이른 아침 6시부터 미세먼지가 너무심해 답답합니다.,아침 6시부터 미세먼지가 심해서 답답해요.,4.6,1.0
522,2133,boostcamp-sts-v1-train-2133,slack-rtt,5시간 후부터 생중계!,5시간 뒤부터 생방송!,4.4,1.0
523,2135,boostcamp-sts-v1-train-2135,nsmc-sampled,재미있고 간만에 완성도도 있는 드라마다,재밌고 감동도 있고 이런 종류의 영화를 별로 좋아하지 않았지만 조금 달라졌다.,2.0,0.0
524,2137,boostcamp-sts-v1-train-2137,nsmc-sampled,공포영화의 한획을 그은 링..,한국 영화의 한 획을 긋는 영화다.,1.4,0.0
525,2138,boostcamp-sts-v1-train-2138,petition-sampled,국민연금 내돈 돌려주시오,국민연금 대출 상환을 위해 제 돈을 돌려주세요.,2.8,1.0
526,2139,boostcamp-sts-v1-train-2139,petition-sampled,소년법을 폐지해주세요,소년법을 개정해 주세요!,1.4,0.0
527,2142,boostcamp-sts-v1-train-2142,nsmc-sampled,공포가 무섭지 않다면 겜 끝난거,공포영화 공식을 따를까 두렵지 않다는 것.,2.0,0.0
528,2146,boostcamp-sts-v1-train-2146,nsmc-sampled,평론가 점수 안좋게 내린거 황당해서 말이 안나오네,기가 막혀서 말이 나오지 않는다,2.6,1.0
529,2152,boostcamp-sts-v1-train-2152,petition-sampled,정부관계자분들 보셔요,정부 관계자 및 고위 관계자,1.4,0.0
530,2153,boostcamp-sts-v1-train-2153,nsmc-sampled,"최고의 SF영화,..","최고의 영화야, 진짜.",2.2,0.0
531,2157,boostcamp-sts-v1-train-2157,nsmc-sampled,정말 많이 울게하고 많은 감동을 주는 영화.,역시 멋진 예술 작품은 많은 사람에게 감동을 줍니다.,2.0,0.0
532,2160,boostcamp-sts-v1-train-2160,nsmc-sampled,첫회부터무조건챙겨보는유일한드라마시작초부터끝나는시간까지어느새내얼굴에미소가지어져있다^^^^,오랜만에 유쾌하게 본 드라마 너무 재밌어요.~~~^^,1.8,0.0
533,2161,boostcamp-sts-v1-train-2161,slack-sampled,다른 의견 있으시면 댓글로 편히 남겨주세요~!,매우 초안인데 보시고 추가하시면 좋은 내용이나 의견 있으시면 편하게 부탁드립니다.,2.6,1.0
534,2167,boostcamp-sts-v1-train-2167,petition-sampled,소년법폐지!! 사형제 폐지,부탁합니다!! 소년법 폐지!! 사형제도를 부활시켜 주세요!!,2.8,1.0
535,2176,boostcamp-sts-v1-train-2176,slack-sampled,너모 똘망똘망 예쁘고 귀여웠어요!!!,"아, 꽃도 당신도 예쁘고... 예쁘네요!!",1.8,0.0
536,2177,boostcamp-sts-v1-train-2177,nsmc-sampled,내용 전개 잘 하다가 결말을 꼭 이따구로 했어야 했는지...,시작하는 부분은 좋았는데...,2.0,0.0
537,2183,boostcamp-sts-v1-train-2183,petition-sampled,신혼부부특별공급 금수저위한 특별공급,신혼부부 특별공급 소득제한 없애주세요,1.6,0.0
538,2185,boostcamp-sts-v1-train-2185,nsmc-sampled,진짜 너무 재밌었고 감동이었어요ㅎㅎ,정말 나름 재밌었다.,2.8,1.0
539,2186,boostcamp-sts-v1-train-2186,slack-rtt,"이야기 하다보니 홍콩, 대만에 대한 추억도 나눴는데, 이사할 돈 모아서 동아시아 지역으로 떠나 보는 것도 좋을 것 같네요!",이야기를 나누며 홍콩과 대만에 대한 추억도 나눴다.,2.4,0.0
540,2190,boostcamp-sts-v1-train-2190,nsmc-sampled,요즘 .. 다큐멘터리식 독립 영화가 대세라서 .. 마구 쏟아져 나오네 ;,"음... 영화라기보다는 다큐멘터리라는걸... 알려드려, 저...",1.4,0.0
541,2191,boostcamp-sts-v1-train-2191,nsmc-sampled,이거진짜재밋음 ㅋㅋ굿,이거 나왔을 때 진짜 웃겼어.,2.8,1.0
542,2197,boostcamp-sts-v1-train-2197,slack-sampled,이 노래 완전 팬입니다ㅎㅎ,제가 좋아하는 노래입니다.(웃음),1.8,0.0
543,2204,boostcamp-sts-v1-train-2204,slack-rtt,"사족으로, 저는 오피스는 물론이고 상현역 인근이 아예 처음이라 신기해하면서 다녔습니다.",사족 보행자라 사무실도 가고 상현 역 일대도 가봤는데 처음이라 놀랐다.,2.8,1.0
544,2210,boostcamp-sts-v1-train-2210,slack-rtt,전사 워크샵 때 고고? ㅋ,전사 워크숍에 가시나요? ㅋㅋ,1.8,0.0
545,2215,boostcamp-sts-v1-train-2215,nsmc-sampled,CG 너무 황당해서 말이 안 나옴 배우들 연기는.. 영어인데도 어색함이 듬뿍 느껴짐,"에릭 로버츠 빼고 출연배우들 대부분이 너무 어색한 연기... 내용 전개, 설정, 아동용 느낌의 CG... 역시 포스터만 그럴듯하고 정말 황당하고 조잡한 공포물... 빵점",2.4,0.0
546,2218,boostcamp-sts-v1-train-2218,nsmc-sampled,내인생 최고의 판타지,내 인생 최고의 애니메이션,1.8,0.0
547,2221,boostcamp-sts-v1-train-2221,nsmc-sampled,몰입도 가 장난아닙니다 강추,"스토리, 연기력, 흥미도, 몰입도,",2.0,0.0
548,2223,boostcamp-sts-v1-train-2223,petition-sampled,전안법 폐지를 요구합니다.,전안법의 개정 및 폐지를 요청합니다.,2.8,1.0
549,2224,boostcamp-sts-v1-train-2224,petition-rtt,공무원연금 국민연금 차별없는 세상 만들어 주세요,"공무원연금, 국민연금, 차별 없는 세상을 만드세요.",4.6,1.0
550,2227,boostcamp-sts-v1-train-2227,petition-rtt,징벌적손해배상법 10배~무한대 청원(미국징벌적손해배상법) 20만명 가즈아~!,"징벌적 손해배상 법 10회 ~ 무한 청원 (미국 징벌적 손해배상 법) 200,000 가짜~!",2.8,1.0
551,2230,boostcamp-sts-v1-train-2230,nsmc-rtt,왜 이런식으로 만들었을까?,어떻게 이렇게 만들었을까?,4.8,1.0
552,2232,boostcamp-sts-v1-train-2232,petition-sampled,청소년 보호법 폐지청원,청소년 보호법 폐지 청원,5.0,1.0
553,2234,boostcamp-sts-v1-train-2234,nsmc-sampled,짧아서 너무 아쉽네요,너무 아쉽고 화도 나네요.,2.2,0.0
554,2235,boostcamp-sts-v1-train-2235,slack-sampled,축하드립니다!!ㅎㅎㅎ,축하해요! 。 후후,5.0,1.0
555,2239,boostcamp-sts-v1-train-2239,nsmc-rtt,맨날 느와르 코믹에 시덥잖은 공포영화나 만들고 센송합니다...,매일 누아르 만화로 지루한 공포영화를 만들고...,2.2,0.0
556,2251,boostcamp-sts-v1-train-2251,slack-sampled,"영어이름 한글이름 투트랙으로 가고, 영어이름은 '님'을 빼고, 한글이름은 '님'을 붙이자",다들 영어 이름 지어서 님 빼자.,2.2,0.0
557,2254,boostcamp-sts-v1-train-2254,slack-sampled,해당 내용을 간단하게 재현한 코드는 아래와 같습니다.,이 형태가 나올 때까지의 의견을 간략히 정리하면 다음과 같습니다.,2.0,0.0
558,2257,boostcamp-sts-v1-train-2257,slack-rtt,"전복 딱새우장 정식, 전복 해물 볶음밥 등","전복 새우장 정식, 전복해물볶음밥 등",4.4,1.0
559,2259,boostcamp-sts-v1-train-2259,petition-rtt,소액주주 천명 이상 기업에 대한 강제 상장 의무화,소액주주 1000명 이상 기업 상장을 의무화하다,4.4,1.0
560,2263,boostcamp-sts-v1-train-2263,nsmc-sampled,사랑스럽고 유쾌한 영화..^^,유쾌하고 재미있는 영화~ 순수한... 사랑~,2.8,1.0
561,2267,boostcamp-sts-v1-train-2267,nsmc-sampled,내용이어렵긴하지만 잼있었어요,생각보다 재밌었어요.,2.6,1.0
562,2270,boostcamp-sts-v1-train-2270,petition-sampled,경제가 죽어가고 있습니다.,서민경제가 죽을 지경입니다.,2.8,1.0
563,2273,boostcamp-sts-v1-train-2273,petition-sampled,한반도기에 독도를 꼭 넣어주세요,한반도기에 독도가 없으면 한반도기를 사용하지 마세요.,2.6,1.0
564,2276,boostcamp-sts-v1-train-2276,slack-sampled,한번만 따라해도 효과 제대로입니다~,하루에 30분씩도 효과가 있다고 들었는데 사실인지 시도해볼게요~,2.2,0.0
565,2277,boostcamp-sts-v1-train-2277,nsmc-sampled,봄에 꼭 보시길 추천드려요!,아무튼 꼭 봐주세요. (웃음),2.8,1.0
566,2291,boostcamp-sts-v1-train-2291,nsmc-sampled,무서운영화인줄 알앗는데 매우 감동적이었습니다.,실화라고 하니까 더 감동적이었어요.,2.2,0.0
567,2292,boostcamp-sts-v1-train-2292,petition-rtt,행복에 나라는 올까요?,나라가 행복해질까?,2.2,0.0
568,2293,boostcamp-sts-v1-train-2293,petition-sampled,국가대표 병역특례제도개선 제안,공정성 문제로 인한 병역 특례 폐지 요청,2.0,0.0
569,2295,boostcamp-sts-v1-train-2295,nsmc-sampled,스토리가 쪽대본처럼 중구난방인데도 점대?,중구난방 스토리에 설정은 가끔 무시한다.,2.4,0.0
570,2298,boostcamp-sts-v1-train-2298,nsmc-rtt,박철수 감독의 유작.,고 박철수 감독의 명복을 빌며......,2.4,0.0
571,2303,boostcamp-sts-v1-train-2303,petition-sampled,국민공청회를열어주셰요,9월 평양 공동선언에 대해 국민 공청회를 열어주세요.,2.0,0.0
572,2304,boostcamp-sts-v1-train-2304,slack-sampled,일하다 잠이 올 때 쯤 들으면 딱 좋은 노래입니다.,한여름 이맘때 듣기 딱 좋은 곡이에요.,1.8,0.0
573,2310,boostcamp-sts-v1-train-2310,slack-sampled,다양한 생각들을 공유할 수 있었던 즐거운 시간이었습니다ㅎㅎ,이렇게 매주 다양한 분들을 만나 이야기를 나눌 수 있었던 경험은 새롭고 즐거운 경험이었습니다!,2.2,0.0
574,2315,boostcamp-sts-v1-train-2315,slack-sampled,윈드서핑 너무 부럽습니다!,훠궈 너무 부럽네요!,1.4,0.0
575,2317,boostcamp-sts-v1-train-2317,petition-sampled,법은 만인 앞에 평등하다,법 앞에 만인이 평등한 사회를 만들어 주세요.,2.8,1.0
576,2319,boostcamp-sts-v1-train-2319,petition-rtt,검찰청과 법원의 차관급대우제도를 개선하라,검찰·법원 산하 처우 개선,2.8,1.0
577,2320,boostcamp-sts-v1-train-2320,petition-sampled,어린이집 챠량 안전사고,유치원 통학 차량 사고 예방,1.5,0.0
578,2321,boostcamp-sts-v1-train-2321,slack-rtt,제품 특성일 수 있겠지만 개밥먹기 쵝오네요.,"제품의 특성일 수도 있지만, 대부분 개의 먹이를 먹는 것과 같습니다.",2.2,0.0
579,2327,boostcamp-sts-v1-train-2327,nsmc-rtt,시간 넘는 애니도 많은데 너무 많은 내용을 짧은 시간에 담으려고 했슴.,너무 많은 걸 넣으려고 했던 것 같아.,2.2,0.0
580,2330,boostcamp-sts-v1-train-2330,petition-rtt,저는 SNS 성폭행 피해자입니다,저는 소셜 미디어에서의 성폭력의 피해자입니다.,4.6,1.0
581,2333,boostcamp-sts-v1-train-2333,petition-sampled,수능연기 이건아니잖아요.,수능 연기 취소 부탁드립니다.,2.0,0.0
582,2335,boostcamp-sts-v1-train-2335,nsmc-sampled,현재의 나에 만족하는 법을 깨닫게 해주는 영화,진정한 행복이 무엇인지 깨닫게 해주는 영화,2.4,0.0
583,2339,boostcamp-sts-v1-train-2339,petition-rtt,핸드폰 단말기 할부 무이자로 전환해주세요.,휴대폰 할부를 무이자 할부로 전환해주세요.,4.4,1.0
584,2340,boostcamp-sts-v1-train-2340,petition-rtt,주식시장 개선이 필요합니다,주식시장은 개선이 필요합니다.,4.6,1.0
585,2343,boostcamp-sts-v1-train-2343,slack-sampled,경상남도 사천에 있는 카페랑도 비슷하네요. ㅎㅎ!,강릉 사천 바닷가에 재미있는 카페가 생겼거든요.,1.4,0.0
586,2353,boostcamp-sts-v1-train-2353,nsmc-sampled,내가본 영화중 최고다,내가 본 영화 중에 최고야.,4.8,1.0
587,2358,boostcamp-sts-v1-train-2358,nsmc-sampled,너무 행복한 영화였어요. :),가슴이 따뜻해지는 영화 :),2.0,0.0
588,2360,boostcamp-sts-v1-train-2360,nsmc-rtt,아무리 영화가 호불호 갈린다지만... 이걸보고 명작이라니...,아무리 영화를 좋아하든 싫어하든.. 이걸 보면 명작...,2.4,0.0
589,2367,boostcamp-sts-v1-train-2367,petition-sampled,장애인판정기준 바꿔주세요,CRPS 환자의 장애 판정 기준을 정정하십시오.,1.6,0.0
590,2369,boostcamp-sts-v1-train-2369,slack-sampled,"쇼킹했던 오늘 오전 확진자 9만 소식부터 백신관련 얘기로 스타트를 끊고, 다양한 주제로 말씀나누다 보니 30분이 순삭이었네요.","가벼운 날씨 이야기를 하면서 건강과 운동에 관해서 이야기하고, 요즘 집중하고 있는 업무 관련 설명도 듣다 보니 30분이 눈 깜짝할 사이였네요.",1.8,0.0
591,2377,boostcamp-sts-v1-train-2377,nsmc-rtt,절대극장가서보지마세요,절대 극장에 가지 마세요.,2.8,1.0
592,2378,boostcamp-sts-v1-train-2378,nsmc-sampled,캐스팅은 잘한거 같은데 왜그래...,캐스팅만 잘하는 영화.,2.4,0.0
593,2379,boostcamp-sts-v1-train-2379,slack-rtt,화면도 넘나 예쁘네요,화면도 너무 예쁘네요.,4.4,1.0
594,2383,boostcamp-sts-v1-train-2383,petition-rtt,여성 가족부를 폐지해 주십시요,여성가족부를 폐지해주세요.,4.6,1.0
595,2385,boostcamp-sts-v1-train-2385,slack-rtt,연달아서 화상미팅하는 것이 스트레스를 올리고 집중력을 떨어뜨린다고 합니다.,연속적인 화상 회의는 스트레스를 증가시키고 집중력을 저하시킨다고 알려져 있습니다.,4.6,1.0
596,2387,boostcamp-sts-v1-train-2387,nsmc-sampled,학년때 학교에서 처음 본 영화..,"처음 본 영화 고, 지금까지 최고의 영화!",1.4,0.0
597,2390,boostcamp-sts-v1-train-2390,petition-sampled,이명박 엄중한 조사,이명박 출국 금지에 대한 철저한 조사,2.8,1.0
598,2393,boostcamp-sts-v1-train-2393,petition-rtt,학교교사의 권위를 세워주세요.,학교 교사의 권위를 세워주세요.,5.0,1.0
599,2395,boostcamp-sts-v1-train-2395,petition-rtt,범죄좌 모자이크처리않하기 경찰만 신분보호로모이크처리해주십시오,나머지 범죄를 모자이크 하지 마라,1.4,0.0
600,2402,boostcamp-sts-v1-train-2402,petition-rtt,가상화폐폐지반대합니다,가상화폐 폐지 반대입니다.,5.0,1.0
601,2404,boostcamp-sts-v1-train-2404,nsmc-rtt,저는 관람객으로써 개인적으로 볼만한 영화라고생각합니다.,관객으로서 개인적으로 볼 가치가 있는 영화라고 생각합니다.,4.4,1.0
602,2407,boostcamp-sts-v1-train-2407,slack-sampled,"와 너무 귀여워요,, 센스",아드님 볼이 너무 귀여워요.,1.8,0.0
603,2427,boostcamp-sts-v1-train-2427,petition-sampled,대학교 기숙사 건설 찬성,● 대학가 기숙사 건립과 월세 제한,2.0,0.0
604,2430,boostcamp-sts-v1-train-2430,nsmc-sampled,말이 필요없는 최고의 영화,말할 필요도 없는 최고의 만화,2.6,1.0
605,2438,boostcamp-sts-v1-train-2438,nsmc-sampled,영화자체는 배우랑 제작비 아까움,제작비가 아깝다. 가나.,2.6,1.0
606,2445,boostcamp-sts-v1-train-2445,nsmc-rtt,"이야기가 짜임새있는 것도 아니고 긴장감 넘치지도 않고, 아군이나 적군이나 액션이 멋있는 것도 아니다.","이야기는 구조화되어 있지 않고, 긴장하지 않으며, 우호적이지도 적도 아니며, 액션으로 가득 차지도 않습니다.",2.6,1.0
607,2446,boostcamp-sts-v1-train-2446,petition-sampled,박지우 김보름 선수의 자격박탈,"김보름, 박지우 선수 자격 박탈은 하지 마세요.",1.8,0.0
608,2453,boostcamp-sts-v1-train-2453,slack-sampled,다들 칭찬 감사드립니다 !,공유 감사합니다!!,1.4,0.0
609,2457,boostcamp-sts-v1-train-2457,petition-sampled,사법부 적폐청산 바랍니다,적폐 청산을 위해 사법부 해체,1.8,0.0
610,2460,boostcamp-sts-v1-train-2460,nsmc-sampled,소재는 좋았지만마무리가..,소재는 좋았지만 극 전개가 지루하고 느리다.,2.4,0.0
611,2470,boostcamp-sts-v1-train-2470,slack-rtt,반드시 기름에 볶아 먹기,꼭 기름에 튀겨주세요.,1.8,0.0
612,2476,boostcamp-sts-v1-train-2476,slack-sampled,줌이나 구글밋도 곧 들어 오겠죠? ^^,일단 구글 미트로 들어가세요...!,1.4,0.0
613,2481,boostcamp-sts-v1-train-2481,petition-sampled,이명박출국금지청원합니다.,이명박 출국금지 요청합니다.,4.6,1.0
614,2493,boostcamp-sts-v1-train-2493,nsmc-rtt,제발 이러지마.........,제발 그만해.......................................................................................................................,5.0,1.0
615,2495,boostcamp-sts-v1-train-2495,slack-rtt,(cash 라고 네이밍해뒀슴다),"나는 그것을 ""현금""이라고 불렀다.",2.2,0.0
616,2507,boostcamp-sts-v1-train-2507,nsmc-sampled,설리가 너무 멋있는거 같아ㅠㅜ,주인공이 너무 멋있다.,2.0,0.0
617,2509,boostcamp-sts-v1-train-2509,nsmc-rtt,배우는 괜찮은데 스토리가 쓰레기,배우들은 좋은데 스토리가 쓰레기다.,4.6,1.0
618,2518,boostcamp-sts-v1-train-2518,nsmc-sampled,"D 움직임이 허접해서 처음에 안볼라고 했는데, 색감도 너무 이쁘고 재밌음!!!",주인공도 그렇고 색감도 그렇고 영화가 예쁘다고 생각했어요 (웃음),2.6,1.0
619,2527,boostcamp-sts-v1-train-2527,nsmc-sampled,집중잘안됏던 근래에본최악의영화...ㅋ,본 영화 중에 가장 화가 난 영화.,2.4,0.0
620,2530,boostcamp-sts-v1-train-2530,nsmc-rtt,스포일러가 될수 있기 때문에 더말하지 않겠습니다.,스포일러가 될까 봐 더 이상 말하지 않겠습니다.,4.4,1.0
621,2532,boostcamp-sts-v1-train-2532,nsmc-sampled,중국영화라 기대치가 낮았는데 완전 재밌게 봤어요,꽤 재미있었어요.,2.8,1.0
622,2537,boostcamp-sts-v1-train-2537,nsmc-rtt,비에도 지지않고 바람에도 지지않고..(중략) 모두에게 바보라고 불리며 칭찬받지않고 고생도 시키지 않는 그런 사람이 나는 되고 싶다.,비에도 바람에도 지지 않는 사람이 되고 싶다.,2.6,1.0
623,2544,boostcamp-sts-v1-train-2544,nsmc-sampled,이걸 정말 몇번째 보는건지 진짜 이쁘고 재밌어요,정말 재밌고 나중에는 슬프고 정말 재밌어.,2.4,0.0
624,2546,boostcamp-sts-v1-train-2546,nsmc-sampled,모냐...할말이없네...-ㅅ-,와... 정말... 말이 필요 없네.,1.4,0.0
625,2547,boostcamp-sts-v1-train-2547,slack-rtt,<PERSON> 님과 회식 했습니다!,<PERSON>씨와 디너파티를 했습니다!,2.4,0.0
626,2561,boostcamp-sts-v1-train-2561,slack-rtt,대회 때문에 정신 없어서 오늘 올립니다.,오늘은 대회로 바쁘지 않아서 올릴게요.,2.0,0.0
627,2563,boostcamp-sts-v1-train-2563,nsmc-rtt,삐요가 부르는 노래 정말 좋네요^^,피요 씨 노래 너무 좋아요.^^,2.6,1.0
628,2564,boostcamp-sts-v1-train-2564,slack-rtt,듣고 있는데 너무 좋네요.,듣고 있는데 너무 기뻐요.,4.4,1.0
629,2569,boostcamp-sts-v1-train-2569,nsmc-sampled,너무나 유쾌한 드라마,부러울 정도로 유쾌한 영화,2.4,0.0
630,2574,boostcamp-sts-v1-train-2574,slack-rtt,워낙 운동도 꾸준히 하고 계시지만 건강관리도 잘챙기시구요.,운동을 규칙적으로 하되 건강을 챙긴다.,2.6,1.0
631,2577,boostcamp-sts-v1-train-2577,nsmc-sampled,아련하고 왠지 모르게 따뜻한 영화 입니다.,영화 엔딩 후 마음이 아련해지네요.,2.4,0.0
632,2580,boostcamp-sts-v1-train-2580,slack-sampled,그럼 다들 불금 되세요~,"자, 여러분, 불금이 되십시오.",4.4,1.0
633,2582,boostcamp-sts-v1-train-2582,nsmc-rtt,연인들 끼리보다는 가족끼리 보면 정말 좋을듯한 영화였어요,친구보다는 가족과 함께 보기 정말 좋은 영화였어요.,2.8,1.0
634,2588,boostcamp-sts-v1-train-2588,nsmc-sampled,전쟁과 사랑에 대해 깊은 것을 깨닫게 해주네요..,전쟁의 참혹함을 일깨워주는 영화라 점에서도 부족하다고 생각한다.,1.4,0.0
635,2589,boostcamp-sts-v1-train-2589,nsmc-rtt,이 영화를 극장가에서 개봉당시 본건 행운이었죠...,이 영화를 극장에서 개봉했을 때 운이 좋았는지...,2.6,1.0
636,2592,boostcamp-sts-v1-train-2592,petition-sampled,사형제도 국민투표 해주세요,사형제도를 다시 실시해 주세요.,1.4,0.0
637,2593,boostcamp-sts-v1-train-2593,slack-sampled,비슷한 시기에 입사하여 이제서야 첫대화를 나누었다는게 너무 아쉬웠어요..,면접 이후 처음으로 일대일 대화를 나누는 것 같아 감회가 새롭습니다.(웃음),2.0,0.0
638,2594,boostcamp-sts-v1-train-2594,nsmc-sampled,스래쉬무비도 액션도 그렇다고 개연성 있는 내용도 아님.,이야기의 개연성은 둘째치고 공포. 고어. 슬래셔 무비의 장르를 좋아하는 사람이 봐도 다소 지루하다.,1.6,0.0
639,2595,boostcamp-sts-v1-train-2595,petition-sampled,국회의원 불체포특권을 없애라,국회 해산 - 조기 총선 / 국회의원 불구속 특권 폐지 / 세비 반납,2.8,1.0
640,2599,boostcamp-sts-v1-train-2599,slack-sampled,우리 회사 연극단에서 코믹 연극 올라오면 다같이 우리 회사 타셔츠 입고 가보시죠 ㅋㅋ,우리 회사 티셔츠 기념샷 고고?,1.4,0.0
641,2604,boostcamp-sts-v1-train-2604,petition-sampled,경상북도 2번째 거짓말,"경북, 세 번째 거짓말",1.8,0.0
642,2610,boostcamp-sts-v1-train-2610,slack-rtt,만보 채우기 직전인데 잘 되시나요?,"10,000보 다 채우려고 하는데 괜찮으세요?",2.4,0.0
643,2612,boostcamp-sts-v1-train-2612,slack-sampled,저희 누나집 고양이 ㅎㅎ,우리 집고양이도 www.,2.0,0.0
644,2613,boostcamp-sts-v1-train-2613,petition-sampled,양육비를 지급하지않는 애기아빠,양육비 지급을 법적으로 의무화하세요.,1.6,0.0
645,2615,boostcamp-sts-v1-train-2615,nsmc-sampled,간만에 집중해서 본 영화..,오랜만에 설레면서 본 영화!!,2.4,0.0
